Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,20957.29,21169.11,20412.8,20663.22,20663.22,6941970000
2017-04-01,20665.17,21070.9,20379.55,20940.51,20940.51,5392630000
2017-05-01,20962.73,21112.32,20553.45,21008.65,21008.65,6613570000
2017-06-01,21030.55,21535.03,20994.22,21349.63,21349.63,7214590000
2017-07-01,21392.3,21929.8,21279.3,21891.12,21891.12,5569720000
2017-08-01,21961.42,22179.11,21600.34,21948.1,21948.1,6150060000
2017-09-01,21981.77,22419.51,21709.63,22405.09,22405.09,6342130000
2017-10-01,22423.47,23485.25,22416,23377.24,23377.24,7302910000
2017-11-01,23442.9,24327.82,23242.75,24272.35,24272.35,7335640000
2017-12-01,24305.4,24876.07,23921.9,24719.22,24719.22,6589890000
2018-01-01,24809.35,26616.71,24741.7,26149.39,26149.39,9116920000
2018-02-01,26083.04,26306.7,23360.29,25029.2,25029.2,9450250000
2018-03-01,25024.04,25449.15,23509.06,24103.11,24103.11,8873040000
2018-04-01,24076.6,24858.97,23344.52,24163.15,24163.15,8064550000
2018-05-01,24117.29,25086.49,23531.31,24415.84,24415.84,7278020000
2018-06-01,24542.09,25402.83,23997.21,24271.41,24271.41,7411110000
2018-07-01,24161.53,25587.24,24077.56,25415.19,25415.19,5408500000
2018-08-01,25461.63,26167.94,24965.77,25964.82,25964.82,5635410000
2018-09-01,25916.07,26769.16,25754.32,26458.31,26458.31,5262500000
2018-10-01,26598.36,26951.81,24122.23,25115.76,25115.76,8373350000
2018-11-01,25142.08,26277.82,24268.74,25538.46,25538.46,7226940000
2018-12-01,25779.57,25980.21,21712.53,23327.46,23327.46,8101540000
2019-01-01,23058.61,25109.62,22638.41,24999.67,24999.67,7189200000
2019-02-01,25025.31,26241.42,24883.04,25916,25916,5434540000
2019-03-01,26019.67,26155.98,25208,25928.68,25928.68,6637700000
2019-03-31,26075.1,26695.96,26062.59,26592.91,26592.91,5854600000
2019-05-01,26639.06,26689.39,24809.51,24815.04,24815.04,6358230000
2019-06-01,24830.16,26907.37,24680.57,26599.96,26599.96,5544390000
2019-07-01,26805.86,27398.68,26616.21,26864.27,26864.27,5207470000
2019-08-01,26879.86,27175.59,25339.6,26403.28,26403.28,6196080000
2019-09-01,26198.26,27306.73,25978.22,26916.83,26916.83,5045520000
2019-10-01,26962.54,27204.36,25743.46,27046.23,27046.23,5660960000
2019-11-01,27142.95,28174.97,27142.95,28051.41,28051.41,4925180000
2019-12-01,28109.74,28701.66,27325.13,28538.44,28538.44,5086880000
2020-01-01,28638.97,29373.62,28169.53,28256.03,28256.03,6170770000
2020-02-01,28319.65,29568.57,24681.01,25409.36,25409.36,6991990000
2020-03-01,25590.51,27102.34,18213.65,21917.16,21917.16,15521140000
2020-03-31,21227.38,24764.77,20735.02,24345.72,24345.72,9805160000
2020-05-01,24120.78,25758.79,22789.62,25383.11,25383.11,7940630000
2020-06-01,25342.99,27580.21,24843.18,25812.88,25812.88,9710480000
2020-07-01,25879.38,27071.33,25523.51,26428.32,26428.32,8210370000
2020-08-01,26542.32,28733.35,26534.38,28430.05,28430.05,7452360000
2020-09-01,28439.61,29199.35,26537.01,27781.7,27781.7,9973920000
2020-10-01,27940.63,28957.9,26143.77,26501.6,26501.6,8439930000
2020-11-01,26691.28,30116.51,26691.28,29638.64,29638.64,7872380000
2020-12-01,29797.5,30637.47,29599.29,30606.48,30606.48,8098310000
2021-01-01,30627.47,31272.22,29856.3,29982.62,29982.62,8168770000
2021-02-01,30054.73,32009.64,30014.97,30932.37,30932.37,6713920000
2021-03-01,31065.9,33259,30547.53,32981.55,32981.55,9687630000
2021-03-31,33054.58,34256.75,32985.35,33874.85,33874.85,6810740000
2021-05-01,33904.89,35091.56,33473.8,34529.45,34529.45,6543360000
2021-06-01,34584.19,34849.32,33271.93,34502.51,34502.51,6739760000
2021-07-01,34507.32,35171.52,33741.76,34935.47,34935.47,6646570000
2021-08-01,34968.56,35631.19,34690.25,35360.73,35360.73,5625700000
2021-09-01,35387.55,35475.4,33613.03,33843.92,33843.92,6603470000
2021-10-01,33930.7,35892.92,33785.54,35819.56,35819.56,6709650000
2021-11-01,35833.65,36565.73,34424.44,34483.72,34483.72,7201370000
2021-12-01,34678.94,36679.44,34006.98,36338.3,36338.3,8304570000
2022-01-01,36321.59,36952.65,33150.33,35131.86,35131.86,8811950000
2022-02-01,35151.47,35824.28,32272.64,34058.75,34058.75,6813080000
2022-02-25,33277.22,34095.74,33277.22,34058.75,34058.75,421167839
