Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,34.279999,34.529999,33.650002,33.799999,29.006409,404059400
2017-04-01,33.700001,34.110001,32.419998,34.070000,29.238119,323261900
2017-05-01,34.110001,34.599998,30.370001,31.530001,27.294060,548285400
2017-06-01,31.520000,32.500000,31.090000,31.299999,27.094963,480792900
2017-07-01,31.090000,32.250000,30.670000,31.450001,27.224812,344250200
2017-08-01,31.590000,32.470001,30.360001,32.209999,28.143209,505600300
2017-09-01,32.220001,34.099998,31.459999,33.630001,29.383923,415433800
2017-10-01,33.610001,34.730000,33.169998,34.150002,29.838272,336242900
2017-11-01,34.290001,38.029999,33.669998,37.299999,32.872173,476356800
2017-12-01,37.090000,38.990002,36.730000,38.299999,33.753471,373030900
2018-01-01,38.669998,42.980000,38.430000,41.540001,36.608860,504812100
2018-02-01,41.090000,45.889999,37.349998,44.779999,39.758591,703752400
2018-03-01,44.680000,46.160000,41.580002,42.889999,38.080528,597830400
2018-04-01,42.520000,45.340000,40.189999,44.290001,39.323540,491494900
2018-05-01,43.910000,46.369999,42.520000,42.709999,38.225552,500681500
2018-06-01,42.910000,44.810001,41.810001,43.029999,38.511951,463650000
2018-07-01,42.560001,43.830002,40.939999,42.290001,37.849655,450479900
2018-08-01,41.990002,47.830002,41.200001,47.770000,43.087498,441384400
2018-09-01,47.840000,49.060001,46.439999,48.650002,43.881241,365543500
2018-10-01,49.000000,49.470001,42.939999,45.750000,41.265503,549746900
2018-11-01,45.669998,48.439999,44.080002,47.869999,43.469616,526861100
2018-12-01,48.320000,49.139999,40.250000,43.330002,39.346947,606735800
2019-01-01,42.279999,47.380001,40.959999,47.290001,42.942932,442759300
2019-02-01,47.369999,51.959999,46.299999,51.770000,47.375107,426421600
2019-03-01,52.000000,54.230000,50.509998,53.990002,49.406651,432755900
2019-04-01,54.480000,57.529999,54.389999,55.950001,51.200260,349640500
2019-05-01,56.000000,56.830002,51.060001,52.029999,47.914497,514801500
2019-06-01,52.049999,58.150002,51.490002,54.730000,50.400932,535912200
2019-07-01,55.259998,58.259998,54.230000,55.400002,51.017948,325862700
2019-08-01,55.840000,56.889999,46.000000,46.810001,43.379444,509693100
2019-09-01,46.630001,50.299999,46.200001,49.410000,45.788895,369072000
2019-10-01,49.650002,49.869999,45.549999,47.509998,44.028133,403870500
2019-11-01,46.849998,48.980000,44.439999,45.310001,42.307400,437190200
2019-12-01,45.250000,48.369999,43.400002,47.959999,44.781792,424411900
2020-01-01,48.060001,49.540001,45.840000,45.970001,42.923668,379259100
2020-02-01,46.400002,50.279999,38.349998,39.930000,37.558010,560728700
2020-03-01,40.150002,41.900002,32.400002,39.310001,36.974846,991833100
2020-04-01,38.169998,43.630001,37.470001,42.380001,39.862476,488969500
2020-05-01,41.720001,47.820000,40.490002,47.820000,45.405773,491568200
2020-06-01,47.150002,48.290001,43.639999,46.639999,44.285347,571339300
2020-07-01,46.540001,47.700001,45.200001,47.099998,44.722118,390133500
2020-08-01,47.139999,48.450001,41.450001,42.220001,40.404293,481274600
2020-09-01,42.000000,42.689999,37.599998,39.389999,37.695995,549433800
2020-10-01,39.099998,40.610001,35.279999,35.900002,34.356087,511026900
2020-11-01,36.189999,43.049999,35.669998,43.020000,41.549622,535169500
2020-12-01,43.009998,45.570000,43.009998,44.750000,43.220490,381540200
2021-01-01,44.310001,46.459999,43.349998,44.580002,43.056301,400887800
2021-02-01,44.919998,49.340000,44.660000,44.869999,43.687847,399483100
2021-03-01,45.220001,52.939999,44.150002,51.709999,50.347637,580029400
2021-04-01,51.750000,53.180000,50.410000,50.910000,49.568714,349593300
2021-05-01,51.209999,54.139999,50.099998,52.900002,51.875546,465864200
2021-06-01,52.959999,55.349998,51.880001,53.000000,51.973606,361448700
2021-07-01,53.049999,55.650002,52.340000,55.369999,54.297707,312256700
2021-08-01,55.599998,60.270000,54.590000,59.020000,58.280540,341875500
2021-09-01,59.020000,59.720001,54.410000,54.430000,53.748047,371814400
2021-10-01,54.599998,56.720001,52.980000,55.970001,55.268753,295647200
2021-11-01,55.869999,58.630001,51.080002,54.840000,54.518742,509913600
2021-12-01,55.529999,64.290001,54.930000,63.369999,62.998768,471630500
2022-01-01,62.900002,63.349998,53.450001,55.669998,55.343876,480917700
2022-02-01,55.450001,57.689999,52.700001,56.040001,56.040001,395695300
2022-02-25,54.980000,56.220001,54.490002,56.040001,56.040001,18963683
