Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,64.129997,66.190002,63.619999,65.860001,61.479309,489169700
2017-04-01,65.809998,69.139999,64.849998,68.459999,63.906361,433191200
2017-05-01,68.680000,70.739998,67.139999,69.839996,65.194572,517218500
2017-06-01,70.239998,72.889999,68.089996,68.930000,64.713943,629716800
2017-07-01,69.330002,74.419998,68.019997,72.699997,68.253326,469851200
2017-08-01,73.099998,74.959999,71.279999,74.769997,70.196739,444070500
2017-09-01,74.709999,75.970001,72.919998,74.489998,70.306435,375983900
2017-10-01,74.709999,86.199997,73.709999,83.180000,78.508377,449950000
2017-11-01,83.680000,85.059998,82.239998,84.169998,79.442810,421926000
2017-12-01,83.599998,87.500000,80.699997,85.540001,81.141327,466203300
2018-01-01,86.129997,95.449997,85.500000,95.010002,90.124344,574258400
2018-02-01,94.790001,96.070000,83.830002,93.769997,88.948120,725663300
2018-03-01,93.989998,97.239998,87.080002,91.269997,86.983368,750754800
2018-04-01,90.470001,97.900002,87.510002,93.519997,89.127686,668130700
2018-05-01,93.209999,99.989998,92.449997,98.839996,94.197823,509417900
2018-06-01,99.279999,102.690002,97.260002,98.610001,94.385963,602585200
2018-07-01,98.099998,111.150002,98.000000,106.080002,101.535988,569352300
2018-08-01,106.029999,112.779999,104.839996,112.330002,107.518234,456628100
2018-09-01,110.849998,115.290001,107.230003,114.370003,109.892151,480255500
2018-10-01,114.750000,116.180000,100.110001,106.809998,102.628136,927548000
2018-11-01,107.050003,112.239998,99.349998,110.889999,106.548386,720228600
2018-12-01,113.000000,113.419998,93.959999,101.570000,98.014908,944314600
2019-01-01,99.550003,107.900002,97.199997,104.430000,100.774803,714212800
2019-02-01,103.779999,113.239998,102.349998,112.029999,108.108795,469095900
2019-03-01,112.889999,120.820000,108.800003,117.940002,114.297989,589095800
2019-04-01,118.949997,131.369995,118.099998,130.600006,126.567032,433157700
2019-05-01,130.529999,130.649994,123.040001,123.680000,119.860733,547218800
2019-06-01,123.849998,138.399994,119.010002,133.960007,130.303864,508324300
2019-07-01,136.630005,141.679993,134.669998,136.270004,132.550812,484079900
2019-08-01,137.000000,140.940002,130.779999,137.860001,134.097412,584482000
2019-09-01,136.610001,142.369995,134.509995,139.029999,135.685806,472544800
2019-10-01,139.660004,145.669998,133.220001,143.369995,139.921402,549523400
2019-11-01,144.259995,152.500000,142.970001,151.380005,147.738739,392371800
2019-12-01,151.809998,159.550003,146.649994,157.699997,154.430435,450303300
2020-01-01,158.779999,174.050003,156.509995,170.229996,166.700623,558530000
2020-02-01,170.429993,190.699997,152.000000,162.009995,158.651047,887522300
2020-03-01,165.309998,175.000000,132.520004,157.710007,154.862061,1612695500
2020-04-01,153.000000,180.399994,150.360001,179.210007,175.973816,984705000
2020-05-01,175.800003,187.509995,173.800003,183.250000,179.940872,688845000
2020-06-01,182.539993,204.399994,181.350006,203.509995,200.391541,764965400
2020-07-01,203.139999,216.380005,197.509995,205.009995,201.868561,770190800
2020-08-01,211.520004,231.149994,203.139999,225.529999,222.074097,692423900
2020-09-01,225.509995,232.860001,196.250000,210.330002,207.607681,768176300
2020-10-01,213.490005,225.210007,199.619995,202.470001,199.849411,631618000
2020-11-01,204.289993,228.119995,200.119995,214.070007,211.299271,573443000
2020-12-01,214.509995,227.179993,209.110001,222.419998,220.115967,594761700
2021-01-01,222.529999,242.639999,211.940002,231.960007,229.557144,648076400
2021-02-01,235.059998,246.130005,227.880005,232.380005,229.972794,490962200
2021-03-01,235.899994,241.050003,224.259995,235.770004,233.865082,724945800
2021-04-01,238.470001,263.190002,238.050003,252.179993,250.142487,568661600
2021-05-01,253.399994,254.350006,238.070007,249.679993,247.662689,495084900
2021-06-01,251.229996,271.649994,243.000000,270.899994,269.331726,508572200
2021-07-01,269.609985,290.149994,269.600006,284.910004,283.260620,522668800
2021-08-01,286.359985,305.839996,283.739990,301.880005,300.132355,441257000
2021-09-01,302.869995,305.320007,281.619995,281.920013,280.824524,502886900
2021-10-01,282.119995,332.000000,280.250000,331.619995,330.331360,516479200
2021-11-01,331.359985,349.670013,326.369995,330.589996,329.305359,509870100
2021-12-01,335.130005,344.299988,317.250000,336.320007,335.626038,625633000
2022-01-01,335.350006,338.000000,276.049988,310.980011,310.338318,947462500
2022-02-01,310.410004,315.119995,271.519989,297.309998,296.696503,662626900
2022-02-25,295.140015,297.609985,291.654999,297.309998,297.309998,32546721
