Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,172.543015,174.521988,164.521988,166.481842,131.820999,83132942
2017-04-01,166.175903,168.575531,152.581268,153.240921,121.336784,104654705
2017-05-01,153.011475,153.365204,143.202682,145.917786,115.538277,108082238
2017-06-01,146.080307,150.286804,144.168259,147.065002,117.584221,87839942
2017-07-01,146.826004,149.168259,137.323135,138.307846,110.582527,97585001
2017-08-01,138.623322,139.263855,133.011475,136.739960,109.328949,83937837
2017-09-01,136.692154,140.936905,135.411087,138.699814,112.067604,81898348
2017-10-01,138.957932,155.363297,138.824097,147.284897,119.004211,131111497
2017-11-01,147.323135,148.087952,139.780121,147.198853,118.934700,93905278
2017-12-01,147.609940,150.908218,144.827911,146.673035,119.694405,92872353
2018-01-01,147.705551,163.604202,146.787766,156.500961,127.714600,151760375
2018-02-01,156.013382,156.912048,138.049713,148.977051,121.574631,107073687
2018-03-01,148.690247,154.980881,142.007645,146.682602,120.880760,98655478
2018-04-01,146.596558,154.875717,137.772461,138.585083,114.207619,128391583
2018-05-01,138.288712,139.770554,133.747604,135.095596,111.331947,92898293
2018-06-01,136.166351,141.032501,131.405350,133.556412,111.285301,93932265
2018-07-01,132.198853,143.919693,132.122375,138.556412,115.451553,99321884
2018-08-01,138.393875,141.424469,135.755264,140.038239,116.686249,82838075
2018-09-01,139.560226,146.606125,138.441681,144.560226,121.755531,100277823
2018-10-01,145.038239,147.571701,109.072655,110.353729,92.945190,207205277
2018-11-01,110.420647,119.560226,109.502869,118.804970,100.063240,148237970
2018-12-01,120.143402,121.022942,101.281075,108.671127,92.693756,120921889
2019-01-01,107.084129,129.455063,106.778206,128.508606,109.614616,125924904
2019-02-01,129.034424,134.311661,126.309753,132.055450,112.639969,71610414
2019-03-01,133.183563,135.869980,127.705544,134.894836,116.402527,78122915
2019-04-01,135.286804,138.996170,130.267685,134.101334,115.717804,83886585
2019-05-01,134.369019,135.573608,121.271507,121.405357,104.762291,79011074
2019-06-01,121.510513,133.986618,121.472275,131.835571,115.113991,64163313
2019-07-01,133.460800,145.258133,133.011475,141.720840,123.745438,83848718
2019-08-01,142.351822,146.223709,123.164436,129.569794,113.135582,100678127
2019-09-01,128.919693,140.124283,127.466537,139.024857,122.821693,64655351
2019-10-01,139.187378,140.869980,125.143402,127.848946,112.948341,95625532
2019-11-01,128.585083,133.021027,126.912048,128.537292,113.556458,67751825
2019-12-01,128.537292,130.420654,124.942642,128.145309,114.547279,75159179
2020-01-01,129.063095,139.378586,127.342255,137.409180,122.828117,118459187
2020-02-01,137.906311,151.768646,120.803062,124.426384,111.223000,123581342
2020-03-01,125.000000,130.114716,86.577438,106.051628,95.787956,198819809
2020-04-01,101.682602,123.623329,99.923515,120.038239,108.420952,136705925
2020-05-01,117.772469,121.386230,106.892921,119.407265,107.851036,97154572
2020-06-01,119.158699,129.904404,110.783936,115.458893,105.683380,126567676
2020-07-01,114.980881,126.357552,110.133842,117.533463,107.582291,119434686
2020-08-01,118.068832,124.732315,116.778206,117.887192,107.906075,77439042
2020-09-01,117.447418,124.235184,111.357552,116.319313,107.865013,88369845
2020-10-01,116.978966,129.541107,101.261948,106.749519,98.990768,166434813
2020-11-01,107.695984,119.799232,106.271507,118.087952,109.505096,108438088
2020-12-01,118.451241,122.074570,116.367111,120.344170,113.215561,107553067
2021-01-01,120.315491,126.424477,112.198853,113.871895,107.126663,183999975
2021-02-01,114.627151,118.881454,112.925430,113.699806,106.964767,111617824
2021-03-01,115.057358,131.042068,113.537285,127.399620,121.454659,133852331
2021-04-01,127.877632,142.198853,124.646271,135.640533,129.311005,128573588
2021-05-01,137.485657,141.978973,134.722748,137.418732,131.006241,102542414
2021-06-01,138.623322,146.118546,136.749527,140.143402,135.096542,88332817
2021-07-01,140.497131,141.013382,130.219879,134.761002,129.907974,115710194
2021-08-01,135.229446,138.336517,131.175903,134.168259,129.336578,72891244
2021-09-01,133.824097,134.388138,126.940727,132.820267,129.511200,80160627
2021-10-01,134.799240,139.579346,119.139580,119.598473,116.618813,150725359
2021-11-01,119.550667,124.779999,114.559998,117.099998,114.182579,120097299
2021-12-01,118.250000,134.990005,116.559998,133.660004,132.069168,113966400
2022-01-01,134.070007,142.199997,124.190002,133.570007,131.980240,146973500
2022-02-01,133.759995,138.820007,118.809998,124.180000,122.701988,91773800
2022-02-25,122.050003,124.262497,121.449997,124.180000,124.180000,4308665
